"id","source","source_accessed","source_identifier","short_title","author","year","gender","translator","title","publication","format","catalogue_numbers","notes","further_editions","scan_identifiers_space_separated_semicolon_separates_volumes_of_same_edition","scan_notes_volumes_missing,_second_edition_etc_semicolon_comments_on_corresponding_edition_in_scan_field"
1391,"GARSIDE1800-1829",20100817,"1819A019","United Irishman, The","ANON",1819,"Unknown",,"THE UNITED IRISHMAN, OR THE FATAL EFFECTS OF CREDULITY; A TALE FOUNDED ON FACTS. IN TWO VOLUMES","Dublin:                     Printed for the Author, 1819","2 vols (I 295p; II 286p). 12&deg;","Dt OLS.186.o.20; EN2 1819: 20; NSTC 2U749; OCLC 37303059","Collates in sixes. OCLC gives imprint as: 'Dublin, J. Cumming and Co.'","1821 as <i>The Cavern in the Wicklow Mountains, or Fate of the O'Brien Family</i> (BL 12808.ff.10). This is a reissue (replacement t.p.), with the Dublin imprint: 'Printed for the Author, by James Charles, No. 57, Mary-Street'; the original drop-head titles in both vols in the BL copy have also been crudely pasted over with the new title",,
1392,"GARSIDE1800-1829",20100817,"1819A020","Varieties in Woman","ANON",1819,"Unknown",,"VARIETIES IN WOMAN. A NOVEL, IN THREE VOLUMES","London:                     Printed for Baldwin, Cradock, and Joy Paternoster-Row, 1819","3 vols (I 261p; II 240p; III 249p). 12&deg;","Corvey; CME 3-628-48859-1; ECB 610; EN2 1819: 21; NSTC 2V1178; OCLC 2826820",,,,
1393,"GARSIDE1800-1829",20100817,"1819A021","Charms of Dandyism, The","Thomas ASHE",1819,"Male",,"THE CHARMS OF DANDYISM; OR LIVING IN STYLE. IN THREE VOLUMES. BY OLIVIA MORELAND, CHIEF OF THE FEMALE DANDIES; AND EDITED BY CAPTAIN ASHE, AUTHOR OF THE SPIRIT OF THE BOOK, &C","London:                     Printed at the Minerva Press for A. K. Newman and Co. Leadenhall-Street, 1819","3 vols (I 221p; II 218p; III 209p). 12&deg;","Corvey; CME 3-628-48290-9; ECB 396; EN2 1819: 22; NSTC 2A17456; OCLC 42635230",,,,
1394,"GARSIDE1800-1829",20100817,"1819A022","Campbell","Alexander BALFOUR",1819,"Male",,"CAMPBELL; OR, THE SCOTTISH PROBATIONER. A NOVEL. IN THREE VOLUMES","Edinburgh:                     Published by Oliver and Boyd, High-Street; G. and W. B. Whittaker, London; W. Turnbull, Glasgow; and Johnston and Deas, Dublin, 1819","3 vols (I 335p; II 325p; III 270p). 12&deg;","Corvey; CME 3-628-47206-7; ECB 94; EN2 1819: 23; NSTC 2B4165; OCLC 47875466","5 pp. of separately-paged advs at the end of vol. 3","New York 1819 (NSTC)",,
1395,"GARSIDE1800-1829",20100817,"1819A023","Black Robber, The","Edward BALL",1819,"Male",,"THE BLACK ROBBER; A ROMANCE. IN THREE VOLUMES. BY EDWARD BALL","London:                     Printed for A. K. Newman and Co. Leadenhall-Street, 1819","3 vols (I iv, 241p; II [241p]-472p; III 203p). 12&deg;","Corvey; CME 3-628-47093-5; ECB 36; EN2 1819: 24; NSTC 2B4418; OCLC 49463814","Dedication. To Mrs. &mdash;&mdash;.', signed 'E. B.'. OCLC attributes, according to the author's alternative name, to Edward Fitzball","2nd edn 1832 (OCLC)",,
1396,"GARSIDE1800-1829",20100817,"1819A024","Emily; and Beauty & Ugliness","Elizabeth BENNETT",1819,"Female",,"EMILY, OR, THE WIFE'S FIRST ERROR; AND BEAUTY & UGLINESS, OR, THE FATHER'S PRAYER AND THE MOTHER'S PROPHECY. TWO TALES. IN FOUR VOLUMES. BY ELIZABETH BENNET, AUTHOR OF FAITH AND FICTION, &C. &C","London:                     Printed at the Minerva Press for A. K. Newman and Co. Leadenhall-Street, 1819","4 vols (I xvi, 224p; II 212p; III 245p; IV 234p). 12&deg;","Corvey; CME 3-628-47109-5; ECB 50; EN2 1819: 25; NSTC 2B18046; OCLC 24898284","For issue of attribution, see Notes to the same author's <a href=""titleDetails.asp?title=1816A019""><i>Faith and Fiction</i></a> (EN2 1816:19)","French trans., 1820 [as <i>Beauté et laideur</i> (CCFR under Bennett, Agnes Maria)]","!!!","found in electronic collection: http://www.worldcat.org/oclc/612325360 CME 3-628-47109-5"
1397,"GARSIDE1800-1829",20100817,"1819A025","Carriage, The","Maria BENSON",1819,"Female",,"THE CARRIAGE: BY MARIA BENSON, AUTHOR OF ""THOUGHTS ON EDUCATION."" ""SYSTEM AND NO SYSTEM."" ""IMITATION."" &C","London:                     Published by E. Wallis, 42, Skinner Street, 1819","1 vol.  (168p). 12&deg;","BL N.2070(2); ECB 51; EN2 1819: 26; NSTC 2B18702; OCLC 13285393","Dedication 'to Arnold Knight, M.D. Sheffield', dated Sheffield, 10 Feb 1819. Collates in sixes",,,
1398,"GARSIDE1800-1829",20100817,"1819A026","Sisters of St Gothard, The","Elizabeth Cullen BROWN",1819,"Female",,"THE SISTERS OF ST GOTHARD. A TALE. IN TWO VOLUMES. BY ELIZABETH CULLEN BROWN","London:                     Printed at the Minerva Press for A. K. Newman and Co. Leadenhall-Street, 1819","2 vols (I vii, 228p; II 240p). 12&deg;","Corvey; CME 3-628-47358-6; ECB 78; EN2 1819: 27; NSTC 2B51981; OCLC 6662466","List of Subscribers', vol. 1, pp. v&ndash;vii",,,
1399,"GARSIDE1800-1829",20100817,"1819A027","Emmeline","Mary BRUNTON",1819,"Female",,"EMMELINE. WITH SOME OTHER PIECES. BY MARY BRUNTON, AUTHOR OF SELF-CONTROL, AND DISCIPLINE. TO WHICH IS PREFIXED A MEMOIR OF HER LIFE, INCLUDING SOME EXTRACTS FROM HER CORRESPONDENCE","Edinburgh:                     Printed for Manners and Miller, and Archibald Constable and Co., Edinburgh; and John Murray, Albemarle Street, London, 1819","1 vol.  (cxxi, 195p, ill.). 8&deg;","Corvey; CME 3-628-52301-X; ECB 81; EN2 1819: 28; NSTC 2B54747; OCLC 2590001","Portrait of Mrs Brunton (opp. t.p.). Dedication 'to Captain William Balfour, R.N.'. 'Memoir', pp. [v]&ndash;cxxi, signed 'Alex. Brunton', Edinburgh, 2 Mar 1819","2nd edn 1820 (NSTC); New York 1819 (NSTC)",,
1400,"GARSIDE1800-1829",20100817,"1819A028","Zeal and Experience","Mary Margaret BUSK",1819,"Female",,"ZEAL AND EXPERIENCE: A TALE. IN TWO VOLUMES","London:                     Printed for T. Hookham, jun., Old Bond Street, and Baldwin, Cradock, and Joy, Paternoster-Row; by Jas.-W. and Chas. Adlard, 23, Bartholomew Close, 1819","2 vols (I 254p; II 245p). 12&deg;","Corvey; CME 3-628-48998-9; ECB 654; EN2 1819: 29; xNSTC; OCLC 13293031","For the positive identification of Mary Margaret Busk (1779&ndash;1863) as the author, see <a href=""../guide/update3.html"">EN2 Update 3</a>",,,
1401,"GARSIDE1800-1829",20100817,"1819A029","Esquimaux, The","Emily CLARK",1819,"Female",,"THE ESQUIMAUX; OR, FIDELITY. A TALE. IN THREE VOLUMES. BY MISS EMILY CLARK, GRAND-DAUGHTER OF THE LATE COLONEL FREDERICK, AND AUTHOR OF TALES AT THE FIRESIDE, BANKS OF THE DOURO, POEMS DEDICATED TO LADY LONSDALE, &C. &C","London:                     Printed at the Minerva Press for A. K. Newman and Co. Leadenhall-Street, 1819","3 vols (I 268p; II 268p; III 267p). 12&deg;","Corvey; CME 3-628-47291-1; ECB 118; EN2 1819: 30; NSTC 2C23240; xOCLC",,,,
1402,"GARSIDE1800-1829",20100817,"1819A030","Express, The","Frances D'AUBIGNE",1819,"Female",,"THE EXPRESS. A NOVEL. IN THREE VOLUMES. BY FRANCES D'AUBIGNE","London:                     Printed at the Minerva Press for A. K. Newman and Co. Leadenhall-Street, 1819","3 vols (I 218p; II 210p; III 208p). 12&deg;","Corvey; CME 3-628-47423-X; EN2 1819: 31; NSTC 2D3378; xOCLC","Advertisement', dated Jan 1819. 'Notes', vol. 3, pp. [185]&ndash;208",,,
1403,"GARSIDE1800-1829",20100817,"1819A031","Necromancer, The",,1819,"Male",,"THE NECROMANCER. COMPRISING A SERIES OF WONDERFUL EVENTS, FOUNDED ON FACT. TRANSLATED FROM A NEW GERMAN WORK, BY T. DUTTON, ESQ","London:                     Printed and published by T. Garland, 1819","1 vol.  (119p). 12&deg;","BL 1077.d.52; EN2 1819: 32; NSTC 2D23815; xOCLC","No German original discovered. Colophon reads: 'T. Garland, Printer, Battle, Sussex'. 'The first book printed at Battle?' (BLPC); but compare <a href=""titleDetails.asp?title=1816A035""><i>Melmoth House</i></a> (EN2 1816: 36). Collates in sixes",,,
1404,"GARSIDE1800-1829",20100817,"1819A032","Robin Hood","Mr EDWARDS",1819,"Male",,"ROBIN HOOD; A TALE OF THE OLDEN TIME. IN TWO VOLUMES","Edinburgh:                     Oliver & Boyd, High Street; G. & W. B. Whittaker, Ave-Maria-Lane, London; and W. Turnbull, Glasgow, 1819","2 vols (I 246p; II 221p). 12&deg;","Corvey; CME 3-628-48615-7; EN2 1819: 18; NSTC 2H28683; OCLC 39097315","For information relating to tentative author attribution, see <a href=""../guide/update4.html"">EN2 Update 4</a> and Publishing Papers (click on link below). 8 pp. of separately-paged advs at the end of vol. 2","2nd edn 1819 (NSTC); German trans., 1822",,
1405,"GARSIDE1800-1829",20100817,"1819A033","New Aera, The","St&#233;phanie F&#233;licit&#233;, Comtesse de GENLIS",1819,"Female",,"THE NEW AERA; OR, ADVENTURES OF JULIEN DELMOUR: RELATED BY HIMSELF. IN FOUR VOLUMES. BY MADAME DE GENLIS","London:                     Printed for Henry Colburn, Public Library, Conduit Street, Hanover Square, 1819","4 vols (I viii, 304p; II 240p; III 276p; IV 232p). 12&deg;","BL N.1150; EN2 1819: 33; NSTC 2G4574; OCLC 14201524","Trans. of <i>Les Parvenus, ou les aventures de Julien Delmours</i> (Paris, 1819)",,,
1406,"GARSIDE1800-1829",20100817,"1819A034","Freebooter's Wife, The","Emilia GROSETT",1819,"Female",,"THE FREEBOOTER'S WIFE; OR, THE HAG OF GLENBURNE; A SCOTTISH ROMANCE. BY EMILIA GROSETT, AUTHOR OF ""THE MATERNAL SPECTRE,"" &C. &C. &C","London:                     Printed and published by W. Mason, 21, Clerkenwell Green: sold also by Simpkin & Marshall, Stationers' Court, 1819","1 vol.  (iv, 183p). 12&deg;","E Hall.277.e; EN2 1819: 34; NSTC 2G23913; OCLC 6777986","Dedication 'to the Ladies of Great Britain; the Constant Admirers of Romance and Fiction, [&hellip;] by the Author'. Collates in sixes",,,
1407,"GARSIDE1800-1829",20100817,"1819A035","Highlander, The","E. H. H",1819,"Unknown",,"THE HIGHLANDER; OR, A TALE OF MY LANDLADY. IN TWO VOLUMES. BY E. H. H","London:                     Printed at the Minerva Press for A. K. Newman and Co. Leadenhall-Street, 1819","2 vols (I xxvi, 230p; II 263p). 12&deg;","Corvey; CME 3-628-47709-3; EN2 1819: 35; NSTC 2H21027; OCLC 6778416","Preface in vol. 1, pp. [i]&ndash;xiv), satirising the contemporary novel, particularly its stock phrases. 'To the Reader' in vol. 1, pp. [xv]&ndash;xxvi), avows indebtedness to Scott. Continuous roman and arabic pagination, with novel proper beginning at p. [27]",,,
1408,"GARSIDE1800-1829",20100817,"1819A036","Antar","Terrick HAMILTON",1819,"Male",,"ANTAR, A BEDOUEEN ROMANCE. TRANSLATED FROM THE ARABIC. BY TERRICK HAMILTON, ESQ. ORIENTAL SECRETARY TO THE BRITISH EMBASSY AT CONSTANTINOPLE","London:                     John Murray, Albemarle-Street, 1819/20","4 vols (I (1819) viii, 356p; II (1820) xlii, 350p; III (1820) 375p; IV (1820) 406p). 8&deg;","Corvey; CME 3-628-49015-4; ECB 253; EN2 1819: 36; NSTC 2H5426; OCLC 42260279","A part trans. of <i>The Romance of Antar</i> ('Sirat Antar ibn Shaddad'), an extensive poem, long handed down by oral tradition only, centred on the Arab poet and warrior, Antara ibn Shaddad. Introduction, vol. 1, pp. [i]&ndash;viii, in which the 'Editor' states the translator to be presently 'out of England'. Drop-head title reads: 'Life and Adventures of Antar'. T.ps. of vols 2, 3, and 4 carry 'Part The First' at the end of the title. Statement on page following 'The Translator's Preface', vol. 2, pp. [i]&ndash;xlii, reads: 'The Binder is requested to prefix this preface to the first volume when bound'. ECB enters as 'Life and Adventures of Antar'","French trans., 1819 (OCLC)",,
1409,"GARSIDE1800-1829",20100817,"1819A037","Decision: A Tale","Anne Raikes HARDING",1819,"Female",,"DECISION. A TALE. BY THE AUTHOR OF CORRECTION, &C. IN THREE VOLUMES","London:                     Printed for Longman, Hurst, Rees, Orme, and Brown, Paternoster-Row, 1819","3 vols (I vii, 348p; II 356p; III 363p). 12&deg;","Corvey; CME 3-628-51013-9; ECB 156; EN2 1819: 37; NSTC 2H7486; OCLC 12681365","Preface dated Bath, June 1819. A different work from the anonymous <a href=""titleDetails.asp?title=1811A008""><i>The Decision; a Novel</i></a> (EN2 1811: 6), and from Barbara Hofland's <a href=""titleDetails.asp?title=1795""><i>Decision: A Tale</i></a> (EN2 1824: 48)","New York 1819 (NSTC)",,
1410,"GARSIDE1800-1829",20100817,"1819A038","Veteran, The","Edward HARLEY",1819,"Male",,"THE VETERAN; OR, MATRIMONIAL FELICITIES. IN THREE VOLUMES","London:                     Printed for Longman, Hurst, Rees, Orme, and Brown, Paternoster-Row, 1819","3 vols (I xii, 310p; II viii, 323p; III viii, 348p). 12&deg;","Corvey; CME 3-628-48911-3; ECB 612; EN2 1819: 38; NSTC 2H8476; OCLC 52775778",,,,
1411,"GARSIDE1800-1829",20100817,"1819A039","Any Thing but What You Expect","Jane HARVEY",1819,"Female",,"ANY THING BUT WHAT YOU EXPECT. BY JANE HARVEY, AUTHOR OF MONTEITH&#8212;ETHELIA&#8212;MEMOIRS OF AN AUTHOR&#8212;RECORDS OF A NOBLE FAMILY, ETC. ETC. ETC. IN THREE VOLUMES","Derby:                     Printed by and for Henry Mozley, 1819","3 vols (I 334p; II 315p; III 311p). 12&deg;","Corvey; CME 3-628-47632-1; ECB 257; EN2 1819: 39; xNSTC; xOCLC","ECB lists as Mozley and Longman. Collates in sixes",,,
1412,"GARSIDE1800-1829",20100817,"1819A040","Cesario Rosalba","Anne Julia Kemble HATTON",1819,"Female",,"CESARIO ROSALBA; OR, THE OATH OF VENGEANCE. A ROMANCE. IN FIVE VOLUMES. BY ANN OF SWANSEA, AUTHOR OF SICILIAN MYSTERIES, CONVICTION, GONZALO DE BALDIVIA, SECRET AVENGERS, SECRETS IN EVERY MANSION, CAMBRIAN PICTURES, CHRONICLES OF AN ILLUSTRIOUS HOUSE, &C","London:                     Printed at the Minerva Press for A. K. Newman and Co. Leadenhall-Street, 1819","5 vols (I 299p; II 291p; III 296p; IV 274p; V 295p). 12&deg;","Corvey; CME 3-628-48742-0; ECB 20; EN2 1819: 40; NSTC 2A13188; OCLC 6779171","Inscription' to Mrs Coutts, dated Swansea, St John's, 5 Mar 1819",,,
1413,"GARSIDE1800-1829",20100817,"1819A041","Augustus & Adelina","Miss C. D. HAYNES [afterwards GOLLAND, Mrs C. D.]",1819,"Female",,"AUGUSTUS & ADELINA; OR, THE MONK OF ST. BARNARDINE. A ROMANCE. IN FOUR VOLUMES. BY MISS C. D. HAYNES, AUTHOR OF THE FOUNDLING OF DEVONSHIRE, CASTLE OF LE BLANC, &C","London:                     Printed at the Minerva Press for A. K. Newman and Co. Leadenhall-Street, 1819","4 vols (I 220p; II 247p; III 240p; IV 217p). 12&deg;","Corvey; CME 3-628-47641-0; ECB 260; EN2 1819: 41; NSTC 2H14179; xOCLC",,,,
1414,"GARSIDE1800-1829",20100817,"1819A042","Anastasius","Thomas HOPE",1819,"Male",,"ANASTASIUS: OR, MEMOIRS OF A GREEK; WRITTEN AT THE CLOSE OF THE EIGHTEENTH CENTURY. IN THREE VOLUMES","London:                     John Murray, Albemarle-Street, 1819","3 vols (I iii, 376p; II 429p; III 457p). 8&deg;","BL 12612.g.13; ECB 16; NSTC 2H29859; EN2 1819: 42; OCLC 3435032","Preface of the Editor', vol. 1, pp. [i]&ndash;iii. 'Notes' at end of each vol: vol. 1, pp. [357]&ndash;376; vol. 2, pp. [419]&ndash;429; vol. 3, pp. [453]&ndash;457. 'Works Recently Published' (8 pp. unn.), dated Nov 1819, at end of vol. 1. The first 3-decker novel at a guinea-and-a-half!","2nd edn 1820 (NSTC); 3rd edn 1820 (Corvey), CME 3-628-47057-9; 4th edn 1827 (NSTC); 1836 (NSTC); New York 1820 (NSTC); French trans., 1820; German trans., 1821",,
1415,"GARSIDE1800-1829",20100817,"1819A043","Oakwood Hall","Catherine HUTTON [also Catharine]",1819,"Female",,"OAKWOOD HALL, A NOVEL; INCLUDING A DESCRIPTION OF THE LAKES OF CUMBERLAND AND WESTMORELAND, AND A PART OF SOUTH WALES. BY CATHERINE HUTTON, AUTHOR OF ""THE MISER MARRIED,"" AND ""THE WELSH MOUNTAINEER."" IN THREE VOLUMES","London:                     Printed by Strahan and Spottiswoode, Printers-Street; for Longman, Hurst, Rees, Orme, and Brown, Paternoster-Row, 1819","3 vols (I vii, 271p; II 253p; III 244p). 12&deg;","Corvey; CME 3-628-47865-0; ECB 291; EN2 1819: 43; NSTC 2H39192; OCLC 4784522","Preface, signed Catherine Hutton, dated 'Bennett's Hill, near Birmingham, Feb. 1819'. This opens: 'Oakwood Hall, though last published as an entire work, was my first attempt at writing for the press, and is the one alluded to in the preface of the Miser Married, as having been undertaken upon reading a celebrated novel of great exuberance. The novel, which occasioned it will be found in Mrs. Oakwood's library in the present work. // Oakwood Hall was cut into shreds, and published some years since, under the title of Oakwood House, in the periodical publication called La Belle Assemblée: the work, as it is now offered to the Public, has received great additions, and, I hope, many improvements'","Philadelphia 1819 (OCLC)",,
1416,"GARSIDE1800-1829",20100817,"1819A044","Leolin Abbey","Alicia LEFANU",1819,"Female",,"LEOLIN ABBEY. A NOVEL. BY ALICIA LEFANU, AUTHOR OF STRATHALLAN AND HELEN MONTEAGLE. IN THREE VOLUMES","London:                     Printed by Strahan and Spottiswoode, Printers-Street; for Longman, Hurst, Rees, Orme, and Brown, Paternoster-Row, 1819","3 vols (I 395p; II 286p; III 276p). 12&deg;","Corvey; CME 3-628-47977-0; ECB 336; EN2 1819: 44; NSTC 2L9896; xOCLC",,"French trans., 1824 [as <i>L'Abbaye de Léolin. Traduit de l'anglais de Regina Maria Roche</i> (CCFR)]",,
1417,"GARSIDE1800-1829",20100817,"1819A045","Hesitation","Elizabeth B. LESTER",1819,"Female",,"HESITATION; OR, TO MARRY, OR, NOT TO MARRY? IN THREE VOLUMES","London:                     Printed by Strahan and Spottiswoode, Printers-Street; for Longman, Hurst, Rees, Orme, and Brown, Paternoster-Row, 1819","3 vols (I 287p; II 243p; III 269p). 12&deg;","Corvey; CME 3-628-47682-8; ECB 267; EN2 1819: 45; NSTC 2R17993; OCLC 10928582","For attribution to Lester, rather than to Mrs Ross, see Notes to <a href=""titleDetails.asp?title=1817A037""><i>The Bachelor and the Married Man</i></a> (EN2 1817: 37), and Publishing Papers (click on link below)","New York 1819 (OCLC)",,
1418,"GARSIDE1800-1829",20100817,"1819A046","Hermit in London, The","Felix MACDONOGH",1819,"Male",,"THE HERMIT IN LONDON; OR, SKETCHES OF ENGLISH MANNERS","London:                     Printed for Henry Colburn, Public Library, Conduit Street, 1819/20","5 vols (I (1819) iii, 237p; II (1819) iii, 251p; III (1819) iii, 264p; IV (1820) ii, 245p; V (1820) ii, 243p). 12&deg;","Corvey; CME 3-628-51058-9; ECB 265; EN2 1819: 46; NSTC 2M3276; OCLC 1392920",,"1821 (NSTC); 1822 (NSTC); [1850?] (NSTC); New York 1820 (NSTC) [also Philadelphia 1820 (OCLC)]; French trans., 1820&ndash;21",,
1419,"GARSIDE1800-1829",20100817,"1819A047","Old Tapestry","M. W. MASKELL",1819,"Unknown",,"OLD TAPESTRY; A TALE OF REAL LIFE. IN TWO VOLUMES","Edinburgh:                     Printed by James Ballantyne and Co. for W. and C. Tait, Prince's Street; and G. and W. B. Whittaker, Ave-Maria-Lane, London, 1819","2 vols (I xiii, 325p; II 319p). 12&deg;","Corvey; CME 3-628-48253-4; ECB 422; EN2 1819: 47; NSTC 2M18581; OCLC 52824199","Dedication 'to Flint Popham, Esq.', signed 'M. W. M. Brasen-Nose College', Oxford, Mar 1819",,,
1420,"GARSIDE1800-1829",20100817,"1819A048","Veiled Protectress, The","Mary MEEKE",1819,"Female",,"THE VEILED PROTECTRESS; OR, THE MYSTERIOUS MOTHER. A NOVEL. IN FIVE VOLUMES. BY MRS. MEEKE, AUTHOR OF MATRIMONY, NINE DAYS' WONDER, OLD WIFE AND YOUNG HUSBAND, SPANISH CAMPAIGN, CONSCIENCE, THERE IS A SECRET! ELLESMERE, &C. &C","London:                     Printed at the Minerva Press for A. K. Newman and Co. Leadenhall-Street, 1819","5 vols (I 257p; II 280p; III 263p; IV 240p; V 240p). 12&deg;","Corvey; CME 3-628-47960-6; ECB 378; EN2 1819: 48; NSTC 2M23137; OCLC 6932611",,,,
1421,"GARSIDE1800-1829",20100817,"1819A049","Eveleen Mountjoy","Mrs Robert MOORE",1819,"Female",,"EVELEEN MOUNTJOY; OR, VIEWS OF LIFE. A NOVEL. BY MRS. ROBERT MOORE. IN FOUR VOLUMES","London:                     Printed for Longman, Hurst, Rees, Orme, and Brown, Paternoster-Row, 1819","4 vols (I vii, 372p; II 256p; III 296p; IV 256p). 12&deg;","Corvey; CME 3-628-48286-0; ECB 394; EN2 1819: 49; NSTC 2M35055; OCLC 47116197","Preface dated Weymouth, July 1819. OCLC gives author's name as Eleanor Moore. Longman Divide Ledger entry has name of 'Mrs A. A. Moore' written above record for this title&mdash;see Publishing Papers (click on link below)",,,
1422,"GARSIDE1800-1829",20100817,"1819A050","Forman","Abel MOYSEY",1819,"Male",,"FORMAN. A TALE. IN THREE VOLUMES","London:                     Printed for Ogle, Duncan, and Co. 37, Paternoster Row, and 295, Holborn; and Ogle, Allardice, and Thomson, Edinburgh, 1819","3 vols (I viii, 309p; II 328p; III 317p). 12&deg;","Corvey; CME 3-628-47822-7; ECB 211; EN2 1819: 50; NSTC 2M39621; OCLC 11538456","Dedication 'to Walter Scott, Esq.'. Preface opens: 'The original hint for the following story may be found in the proceedings upon the Widow Turner's case, for the murder of Sir Thomas Overbury, 1 State Trials, 3d Edition, p. 339'. H&L attributes to Brougham, Lord Henry",,,
1423,"GARSIDE1800-1829",20100817,"1819A051","Elvington","Eliza NATHAN",1819,"Female",,"ELVINGTON. A NOVEL. IN THREE VOLUMES. BY MRS. NATHAN","London:                     Printed for J. J. Stockdale, 41, Pall-Mall, 1819","3 vols (I xii, 287p; II 288p; III 280p). 12&deg;","Corvey; CME 3-628-48186-4; EN2 1819: 51; NSTC 2N1558; xOCLC","Dedication 'to my husband'. 'Prospectus of an Academy for Vocal Music, on Mr. Nathan's System of Teaching Singing', vol. 1, pp. [x]&ndash;xi. ECB 406 lists Newman edn; but not discovered in this form",,,
1424,"GARSIDE1800-1829",20100817,"1819A052","Dudley","Adelaide O'KEEFFE",1819,"Female",,"DUDLEY. BY MISS O'KEEFFE, AUTHOR OF PATRIARCHAL TIMES, OR THE LAND OF CANAAN; ZENOBIA, QUEEN OF PALMYRA; &C. IN THREE VOLUMES","London:                     Printed by Strahan and Spottiswoode, Printers-Street; for Longman, Hurst, Rees, Orme, and Brown, Paternoster-Row, 1819","3 vols (I viii, 369p; II iv, 452p; III iv, 453p). 12&deg;","Corvey; CME 3-628-48245-3; ECB 421; EN2 1819: 52; NSTC 2O2585; OCLC 21494230","To the Public', signed 'Adelaide O'Keefe. Chichester, Sussex. May 1819'. Epistolary novel with list of 'Correspondents' at beginning of vol. 1 after 'the good old-fashioned custom of Richardson and others'","French trans., 1824 (OCLC)","dudley01okee dudley02okee dudley03okee","3 vols, UIUC"
1425,"GARSIDE1800-1829",20100817,"1819A053","Maurice and Berghetta","William PARNELL",1819,"Male",,"MAURICE AND BERGHETTA; OR, THE PRIEST OF RAHERY. A TALE","London:                     Printed for Rowland Hunter, Successor to Mr. Johnson, 72, St. Paul's Church-Yard; and C. P. Archer, Dublin, 1819","1 vol.  (xliii, 356p). 12&deg;","Corvey; CME 3-628-48198-8; ECB 434; EN2 1819: 53; NSTC 2P4919; OCLC 2688862","Dedication 'to the Catholic Priesthood of Ireland'. Drop-head title reads: 'The Priest of Rahery's Tale'","2nd edn Dublin 1820 (NSTC); 1825 as <i>The Priest of Rahery</i> (NSTC); Boston 1820 (NSTC)",,
1426,"GARSIDE1800-1829",20100817,"1819A054","Ernestus Berchtold","John William POLIDORI",1819,"Male",,"ERNESTUS BERCHTOLD; OR, THE MODERN OEDIPUS. A TALE. BY JOHN WILLIAM POLIDORI, M.D","London:                     Printed for Longman, Hurst, Rees, Orme, and Brown, Paternoster-Row, 1819","1 vol.  (viii, 275p). 12&deg;","Corvey; CME 3-628-48480-4; ECB 460; EN2 1819: 54; NSTC 2P20555; OCLC 22105256",,,,
1427,"GARSIDE1800-1829",20100817,"1819A055","Vampyre, The","John William POLIDORI",1819,"Male",,"THE VAMPYRE; A TALE","London:                     Printed for Sherwood, Neely, and Jones, Paternoster-Row, 1819","1 vol.  (xxv, 84p). 8&deg;","Corvey; CME 3-628-51148-8; ECB 90; EN2 1819: 55; NSTC 2P20559; OCLC 1904059","[Entered at Stationers' Hall, March 27, 1819.]' after imprint date. 'Extract from a Letter to Geneva', with t.p. 'Extract of a Letter to the Editor', pp. [vii]&ndash;xvi. Introduction, pp. [xix]&ndash;xxv. Continuous roman and arabic pagination in vol. 1, with tale beginning at p. [27]. 'Extract of a Letter, containing an Account of Lord Byron's Residence in the Island of Mitylene', introduced by separate t.p., pp. [75]&ndash;84: this has been ascribed to John Mitford, R.N. The story was also published in the <i>New Monthly Magazine</i>, Apr 1819, and attributed by the publisher to Byron; subsequently repudiated by him, and claimed by Polidori. ECB lists as by Byron. OCLC 1904043 describes another 1819 edn with the imprint of John Miller, London; this is described as 46 pp in length. For further details concerning the early publication history, see Publishing Papers (click on link below)","[1830?] (NSTC); Albany, NY, 1819 (OCLC) [also Boston 1819 (OCLC); New York 1819 (OCLC); Philadelphia 1819 (OCLC)]; French trans., 1819; German trans., 1819",,
1428,"GARSIDE1800-1829",20100817,"1819A056","No Fiction","Andrew REED",1819,"Male",,"NO FICTION: A NARRATIVE, FOUNDED ON RECENT AND INTERESTING FACTS. IN TWO VOLUMES","London:                     Printed by H. Teape, Tower-Hill. Sold by Cadell & Davies, Strand; Hatchard, Piccadilly; Hamilton, Paternoster-Row; Conder, St. Paul's Church-Yard; Westley, Stationers' Court; Nisbet, Castle-Street; Wilson, Royal Exchange; Blanshard, City-Road; and W. Wilson & Co. George Street, Edinburgh, 1819","2 vols (I xi, 327p; II 340p). 8&deg;","ABu SB.82379.Ree; ECB 415; EN2 1819: 56; NSTC 2R4715; xOCLC","Dedication 'to Youth'","2nd edn 1819 (OCLC 21883757); 2nd edn 1820 (Corvey), CME 3-628-48926-8; 3rd edn 1820 (NSTC); 4th edn 1820 (OCLC); 6th edn 1822 (NSTC); 7th edn 1823 (NSTC); Baltimore 1821 (NSTC) [also Boston 1821 (OCLC); Hartford, CT, 1821 (OCLC); Philadelphia 1821 (OCLC)]; German trans., 1834",,
